record_id,step_0,step_1,step_2,step_3
2359,824.0,318,3621,1611.0
764,825.0,2168,3512,472.0
201,826.0,1671,655,1020.0
2311,827.0,4833,3292,800.0
426,828.0,3988,1968,1896.0
1404,829.0,8,3921,2089.0
680,830.0,4005,2371,712.0
1510,831.0,2990,2495,36.0
1344,832.0,2645,4712,1620.0
2358,833.0,3411,3069,1549.0
1482,834.0,1362,3718,2427.0
642,835.0,4818,3486,1534.0
2858,836.0,1718,963,1256.0
2804,837.0,3361,4474,893.0
1083,838.0,3237,13,1452.0
580,839.0,2147,2176,1571.0
260,840.0,2976,4033,924.0
2678,841.0,2008,3976,1449.0
1779,842.0,225,1262,2694.0
1396,843.0,2650,4589,890.0
2337,844.0,1039,4002,2738.0
1187,845.0,3359,4866,656.0
123,846.0,1914,4202,387.0
2697,847.0,2885,1068,1163.0
2528,848.0,616,4356,1695.0
859,849.0,1409,3092,1351.0
2646,850.0,4270,764,582.0
255,851.0,3467,2562,1170.0
275,852.0,922,3779,21.0
2339,853.0,1807,1867,575.0
2317,854.0,480,1002,706.0
1523,855.0,2783,1953,1919.0
1780,856.0,2356,4798,1564.0
1815,857.0,3648,4763,2717.0
1788,858.0,3027,4859,433.0
2272,859.0,4316,4155,854.0
1924,860.0,1996,2199,2245.0
1063,861.0,2571,2433,1881.0
2512,862.0,1653,1078,2859.0
1460,863.0,2918,1533,2024.0
554,864.0,1307,4766,2865.0
2141,865.0,183,4009,2632.0
860,866.0,1442,116,2405.0
1088,867.0,2127,2569,2573.0
1969,868.0,133,852,2494.0
2403,869.0,1377,3306,1588.0
1406,870.0,1425,526,873.0
91,871.0,1262,669,782.0
2708,872.0,4081,890,89.0
2205,873.0,70,4219,935.0
947,874.0,1048,4851,1746.0
327,875.0,818,1601,621.0
2277,876.0,3717,4099,1995.0
2091,877.0,950,484,2368.0
117,878.0,4093,4616,1383.0
1944,879.0,2748,211,1541.0
1997,880.0,1068,4554,1111.0
2279,881.0,3112,172,326.0
522,882.0,1234,2149,2323.0
767,883.0,23,3511,1512.0
1235,884.0,498,4006,1151.0
111,885.0,895,104,2683.0
815,886.0,4465,413,1494.0
2157,887.0,221,2060,2609.0
625,888.0,597,2204,2090.0
1657,889.0,4180,4077,2200.0
2061,890.0,1029,4595,1593.0
23,891.0,1975,4496,2079.0
971,892.0,4871,1226,1017.0
1782,893.0,1247,3242,2861.0
780,894.0,3952,4684,1787.0
1708,895.0,486,2632,722.0
709,896.0,172,1137,2409.0
1725,897.0,4213,4680,1172.0
408,898.0,413,3649,1510.0
1762,899.0,2845,3015,2708.0
128,900.0,2118,3499,1412.0
1837,901.0,4399,1188,909.0
2787,902.0,2249,509,2376.0
1216,903.0,55,4425,1432.0
2294,904.0,4563,694,1983.0
523,905.0,4856,555,672.0
763,906.0,4445,2452,624.0
170,907.0,3135,1769,1581.0
1967,908.0,445,3983,2575.0
2517,909.0,3216,4391,2481.0
863,910.0,449,1794,1660.0
1430,911.0,102,1858,794.0
6,912.0,3473,4313,2366.0
696,913.0,3858,2503,1605.0
1650,914.0,588,1348,1376.0
1787,915.0,3855,4025,730.0
1170,916.0,1086,490,2273.0
2180,917.0,1061,1114,325.0
2044,918.0,973,4237,2704.0
631,919.0,2933,2825,1289.0
1459,920.0,465,470,2729.0
2304,921.0,611,1013,1314.0
2349,922.0,4340,1925,2567.0
1113,923.0,4578,3444,1630.0
782,924.0,2206,495,2119.0
875,925.0,3718,2214,970.0
1382,926.0,1702,4612,2110.0
2018,927.0,3660,403,1485.0
2240,928.0,946,4037,2540.0
2862,929.0,1323,978,2564.0
2303,930.0,3167,2182,2440.0
1369,931.0,1586,941,499.0
808,932.0,3279,681,1098.0
819,933.0,4271,371,189.0
188,934.0,954,899,126.0
161,935.0,2238,2942,526.0
2510,936.0,2966,2179,685.0
2819,937.0,3063,1192,2745.0
2156,938.0,3794,4724,1186.0
836,939.0,3539,908,2250.0
2815,940.0,1862,4011,543.0
1593,941.0,4085,3534,2075.0
1822,942.0,99,2936,371.0
544,943.0,4494,2932,855.0
2105,944.0,2726,3254,1215.0
258,945.0,1463,780,155.0
21,946.0,1881,3498,1234.0
2083,947.0,2100,1107,171.0
1588,948.0,4819,840,2458.0
97,949.0,3641,1681,1232.0
1618,950.0,3708,1961,1858.0
146,951.0,430,3725,746.0
1700,952.0,4752,2777,2228.0
979,953.0,4500,3125,660.0
1574,954.0,130,2381,2521.0
176,955.0,880,957,2767.0
2777,956.0,728,1365,645.0
1160,957.0,301,2266,2196.0
2688,958.0,1031,1773,697.0
7,959.0,464,1796,2300.0
2721,960.0,2831,168,2429.0
2664,961.0,2262,208,1224.0
2191,962.0,3832,452,347.0
706,963.0,3997,4142,1740.0
2079,964.0,866,1409,626.0
2333,965.0,489,4295,1760.0
1731,966.0,2409,4717,1683.0
2429,967.0,2269,1044,403.0
1092,968.0,2042,2280,1584.0
2631,969.0,3198,2844,466.0
213,970.0,331,78,535.0
2350,971.0,4547,1825,131.0
1738,972.0,4555,3961,315.0
1044,973.0,1280,925,1868.0
1633,974.0,3468,1000,698.0
571,975.0,1279,1386,1956.0
721,976.0,4594,1831,2378.0
687,977.0,1589,135,792.0
2081,978.0,4723,4845,2684.0
2632,979.0,3454,429,385.0
80,980.0,1746,3462,1182.0
441,981.0,470,2975,426.0
2085,982.0,3349,4389,1130.0
1386,983.0,4421,1163,2418.0
2190,984.0,4550,3480,1252.0
2783,985.0,539,4220,2638.0
820,986.0,4713,624,2743.0
489,987.0,2562,3257,1034.0
2703,988.0,1614,2423,92.0
2700,989.0,3948,682,2746.0
2400,990.0,2871,3505,1809.0
1078,991.0,2695,2184,593.0
1730,992.0,3057,4371,2819.0
2211,993.0,2047,4328,1692.0
1082,994.0,1289,3468,2410.0
310,995.0,3647,3615,718.0
1577,996.0,3354,2580,2195.0
2393,997.0,3281,1487,2109.0
1905,998.0,4353,2136,464.0
807,999.0,2568,1025,1476.0
2651,1000.0,2357,672,1529.0
1388,1001.0,4508,2493,1346.0
2593,1002.0,184,3316,2336.0
954,1003.0,4473,887,2342.0
2628,1004.0,816,2837,1421.0
724,1005.0,2511,2599,27.0
1052,1006.0,3013,1149,1450.0
1761,1007.0,1875,56,103.0
2744,1008.0,2272,2361,1188.0
612,1009.0,2382,1119,1136.0
1697,1010.0,1117,646,342.0
2538,1011.0,559,3599,365.0
1422,1012.0,1263,4223,2438.0
2715,1013.0,431,1011,483.0
133,1014.0,751,4396,2042.0
2479,1015.0,4776,3322,107.0
1165,1016.0,2654,4840,1544.0
2650,1017.0,1105,2723,2016.0
99,1018.0,1913,354,2448.0
2194,1019.0,3690,673,1003.0
297,1020.0,476,1139,1710.0
1800,1021.0,1577,1869,2483.0
203,1022.0,4110,1701,1705.0
700,1023.0,3664,1057,2581.0
66,1024.0,1461,155,2631.0
2724,1025.0,3770,1472,413.0
2335,1026.0,1053,305,1979.0
551,1027.0,3702,1910,2393.0
852,1028.0,4637,744,2516.0
2711,1029.0,3869,4688,1105.0
2726,1030.0,4560,4030,29.0
2282,1031.0,614,4509,573.0
1913,1032.0,1250,1021,2707.0
510,1033.0,1926,1433,410.0
155,1034.0,1220,4838,1226.0
1400,1035.0,2627,975,755.0
2831,1036.0,3399,1697,127.0
143,1037.0,4046,3372,271.0
2684,1038.0,3006,856,1516.0
1490,1039.0,1719,2285,2257.0
1926,1040.0,2846,3323,1248.0
2223,1041.0,3765,2246,809.0
1673,1042.0,4253,4330,1880.0
2768,1043.0,2672,2041,632.0
278,1044.0,2734,2701,2302.0
547,1045.0,3330,1517,277.0
2563,1046.0,3600,1525,1661.0
2343,1047.0,3059,4431,567.0
2811,1048.0,3362,2487,2804.0
1049,1049.0,1806,325,934.0
1582,1050.0,3707,2386,2278.0
2316,1051.0,1471,1483,294.0
2860,1052.0,1519,115,658.0
2752,1053.0,502,3427,2867.0
2739,1054.0,1123,4567,100.0
964,1055.0,2353,3750,268.0
2336,1056.0,4876,3336,1332.0
116,1057.0,3240,3195,2419.0
2504,1058.0,1436,1679,602.0
988,1059.0,1287,159,2853.0
583,1060.0,4186,3060,678.0
2422,1061.0,4449,375,1238.0
2388,1062.0,1575,222,1350.0
1020,1063.0,2493,574,618.0
2542,1064.0,4504,4259,2635.0
753,1065.0,2274,1639,2722.0
2121,1066.0,4255,2293,2225.0
240,1067.0,353,434,762.0
1707,1068.0,3187,129,1369.0
450,1069.0,529,2536,2433.0
1609,1070.0,1681,2048,1341.0
1620,1071.0,4291,496,554.0
113,1072.0,3103,383,1573.0
975,1073.0,2092,3186,1295.0
1821,1074.0,323,247,608.0
850,1075.0,2724,4211,141.0
2391,1076.0,2444,4666,687.0
216,1077.0,2150,2573,2588.0
1713,1078.0,4435,107,2279.0
1154,1079.0,2327,1740,348.0
2368,1080.0,3576,2128,366.0
1442,1081.0,3373,767,1322.0
1687,1082.0,1018,362,1822.0
2432,1083.0,446,4039,928.0
1604,1084.0,3955,766,225.0
49,1085.0,4373,1230,1569.0
2060,1086.0,1451,2178,369.0
2327,1087.0,3540,1086,1765.0
521,1088.0,991,4197,2085.0
1397,1089.0,1853,4744,837.0
1850,1090.0,1072,1039,11.0
272,1091.0,4706,3912,2295.0
1695,1092.0,4114,1239,585.0
241,1093.0,1900,2681,972.0
40,1094.0,67,3574,2783.0
1668,1095.0,2321,476,2177.0
872,1096.0,1530,1504,1375.0
2763,1097.0,3892,4045,2263.0
2387,1098.0,2440,4173,2239.0
681,1099.0,3099,1261,2009.0
1364,1100.0,2370,1881,1490.0
2710,1101.0,4803,1603,1798.0
332,1102.0,3802,2502,1156.0
2101,1103.0,499,4871,1751.0
2850,1104.0,4022,641,1000.0
1122,1105.0,3975,1402,1842.0
1660,1106.0,2322,2380,1029.0
1500,1107.0,3918,4005,880.0
2227,1108.0,1984,530,1269.0
2219,1109.0,1771,4581,151.0
2840,1110.0,3652,1884,1612.0
2454,1111.0,3899,1190,2261.0
352,1112.0,1677,296,2258.0
265,1113.0,4549,4378,1700.0
1316,1114.0,1290,506,1702.0
2573,1115.0,4640,3039,732.0
1264,1116.0,3629,916,1433.0
1095,1117.0,4102,1455,1112.0
294,1118.0,887,3889,980.0
2319,1119.0,3696,2072,2415.0
478,1120.0,3758,336,780.0
1431,1121.0,1826,3159,37.0
469,1122.0,2055,875,1968.0
1253,1123.0,2220,2539,843.0
1175,1124.0,2006,2329,68.0
559,1125.0,790,4848,1233.0
1251,1126.0,2539,2431,43.0
220,1127.0,4785,4808,1214.0
1638,1128.0,3290,2799,2809.0
900,1129.0,3916,1889,767.0
2751,1130.0,3902,4337,710.0
2201,1131.0,1662,692,1566.0
1722,1132.0,2077,829,1155.0
2789,1133.0,932,3456,477.0
1742,1134.0,2644,583,384.0
790,1135.0,123,298,694.0
144,1136.0,1273,1742,865.0
2077,1137.0,974,1566,1085.0
1446,1138.0,117,389,323.0
2722,1139.0,523,2306,1577.0
1403,1140.0,1439,3028,2726.0
1156,1141.0,3940,926,2728.0
2725,1142.0,2692,4376,2598.0
1883,1143.0,4571,3304,786.0
792,1144.0,2597,171,1486.0
1705,1145.0,4633,258,1099.0
567,1146.0,680,2682,280.0
1995,1147.0,848,1951,578.0
385,1148.0,1460,4814,1016.0
916,1149.0,4207,946,2356.0
244,1150.0,2705,812,1453.0
320,1151.0,3485,45,778.0
298,1152.0,2468,481,303.0
737,1153.0,829,2791,2799.0
595,1154.0,3769,3305,319.0
2625,1155.0,1582,261,2473.0
2587,1156.0,2701,745,546.0
2353,1157.0,507,3612,2551.0
691,1158.0,1281,4677,1789.0
135,1159.0,2423,2713,580.0
210,1160.0,1311,3614,2361.0
1976,1161.0,1819,329,1461.0
2822,1162.0,923,1808,2611.0
868,1163.0,4361,1876,1247.0
27,1164.0,4383,99,1293.0
238,1165.0,226,430,2275.0
1506,1166.0,525,4115,2572.0
2035,1167.0,1610,3439,2666.0
1890,1168.0,1605,3990,759.0
986,1169.0,51,4175,2017.0
600,1170.0,167,2402,2569.0
1352,1171.0,3620,1081,2382.0
582,1172.0,1288,4334,1594.0
955,1173.0,2950,4527,2442.0
1935,1174.0,2073,102,119.0
2115,1175.0,2391,3435,1428.0
1233,1176.0,2538,479,1230.0
145,1177.0,1910,3700,505.0
982,1178.0,350,3121,584.0
2043,1179.0,722,2406,478.0
504,1180.0,4538,2763,1623.0
235,1181.0,1050,3171,2223.0
2323,1182.0,4497,1962,860.0
1539,1183.0,4565,3297,1475.0
2258,1184.0,2942,1469,966.0
12,1185.0,4660,1950,1077.0
1064,1186.0,173,4158,1297.0
1207,1187.0,4679,2776,237.0
2660,1188.0,375,1520,2346.0
2604,1189.0,4038,4049,2519.0
2145,1190.0,1428,38,1601.0
842,1191.0,606,4504,2182.0
334,1192.0,4792,2158,802.0
454,1193.0,2736,956,833.0
2535,1194.0,2793,726,1385.0
2557,1195.0,2603,832,152.0
909,1196.0,111,1974,1413.0
2485,1197.0,3097,1012,1458.0
1688,1198.0,2563,1109,1537.0
879,1199.0,4821,1756,336.0
654,1200.0,3390,2015,359.0
2552,1201.0,2283,1611,2292.0
1080,1202.0,842,949,2253.0
2537,1203.0,4644,1749,1225.0
791,1204.0,16,1689,2839.0
2584,1205.0,2853,3269,1455.0
2126,1206.0,1602,4844,529.0
800,1207.0,4539,453,340.0
1217,1208.0,2089,2278,1536.0
486,1209.0,3849,4568,2565.0
2113,1210.0,4189,3703,882.0
1498,1211.0,4139,2828,1916.0
1578,1212.0,419,4282,391.0
2177,1213.0,86,3962,291.0
1048,1214.0,407,1715,1560.0
1282,1215.0,683,1969,1492.0
1855,1216.0,4470,3038,2055.0
427,1217.0,4364,4124,2324.0
1572,1218.0,948,3637,2078.0
359,1219.0,622,2778,973.0
781,1220.0,3946,3041,1542.0
1968,1221.0,3265,3413,2715.0
1939,1222.0,125,326,995.0
1149,1223.0,3109,2240,868.0
1970,1224.0,4118,816,1329.0
1093,1225.0,2287,3476,194.0
1980,1226.0,4686,1164,1501.0
1693,1227.0,1542,2805,1370.0
905,1228.0,1490,720,1084.0
956,1229.0,1801,2034,1393.0
1455,1230.0,1416,3545,938.0
467,1231.0,1358,1669,541.0
175,1232.0,2733,2584,1021.0
1415,1233.0,3841,4060,1717.0
2753,1234.0,4089,2950,2137.0
1832,1235.0,1669,1916,1758.0
1215,1236.0,1865,1636,1372.0
2649,1237.0,619,625,2672.0
1416,1238.0,3909,3726,2340.0
234,1239.0,1908,4044,287.0
2533,1240.0,1199,513,1767.0
920,1241.0,2509,1912,561.0
2172,1242.0,2198,2610,2593.0
2766,1243.0,3925,4682,731.0
1563,1244.0,4433,4665,2600.0
1796,1245.0,4583,4263,1558.0
2361,1246.0,4162,4182,2457.0
2718,1247.0,1667,3765,2691.0
2742,1248.0,3587,1824,288.0
2381,1249.0,3763,2170,87.0
1348,1250.0,4391,4261,2371.0
1658,1251.0,3632,2112,988.0
390,1252.0,4144,1871,642.0
109,1253.0,3850,3485,863.0
1374,1254.0,3617,88,445.0
1677,1255.0,2791,2281,531.0
619,1256.0,153,647,370.0
68,1257.0,3118,1955,1673.0
1709,1258.0,997,191,1353.0
2179,1259.0,472,231,996.0
285,1260.0,758,3772,2214.0
2093,1261.0,3395,3872,1722.0
2731,1262.0,128,3335,2061.0
876,1263.0,2514,1248,611.0
2486,1264.0,3896,2809,1436.0
2714,1265.0,2339,1996,840.0
2401,1266.0,3541,4634,2663.0
353,1267.0,1007,1751,117.0
451,1268.0,968,4730,88.0
1550,1269.0,157,2708,1059.0
2459,1270.0,4806,514,1853.0
1868,1271.0,3532,4428,1349.0
2027,1272.0,3780,4608,1960.0
1985,1273.0,884,2614,1205.0
750,1274.0,3483,2334,80.0
1269,1275.0,2819,1065,2587.0
2594,1276.0,4195,2604,1709.0
994,1277.0,1973,3239,773.0
370,1278.0,633,1936,2788.0
506,1279.0,2541,2318,1220.0
840,1280.0,620,4348,1783.0
1436,1281.0,288,2594,1803.0
75,1282.0,2575,1071,1989.0
1528,1283.0,2166,3250,2338.0
2259,1284.0,4196,4501,1356.0
93,1285.0,3972,520,2464.0
1420,1286.0,3665,293,1015.0
2012,1287.0,535,1169,2771.0
2243,1288.0,3554,4435,1006.0
2802,1289.0,2710,1760,172.0
734,1290.0,3053,4835,1796.0
37,1291.0,4788,2964,1229.0
2677,1292.0,2617,1203,931.0
1268,1293.0,3364,553,2625.0
13,1294.0,3873,3338,341.0
2779,1295.0,1229,18,2086.0
2376,1296.0,3626,181,921.0
2380,1297.0,3311,4034,2493.0
2256,1298.0,91,7,1045.0
2224,1299.0,359,3797,908.0
1411,1300.0,4136,4131,2670.0
227,1301.0,1696,2295,2386.0
2364,1302.0,1399,1723,2252.0
591,1303.0,1869,158,2012.0
2129,1304.0,878,2525,1108.0
2814,1305.0,4488,3606,2149.0
2397,1306.0,3560,611,2112.0
2051,1307.0,737,1495,896.0
2829,1308.0,3784,1625,438.0
2782,1309.0,4517,385,2314.0
509,1310.0,2175,2747,657.0
1468,1311.0,2467,2113,2744.0
118,1312.0,1477,2782,713.0
2354,1313.0,961,2709,1217.0
1018,1314.0,1757,1042,1959.0
2514,1315.0,3291,3345,519.0
2329,1316.0,4086,1154,1585.0
1493,1317.0,935,2066,273.0
2022,1318.0,4074,2674,1495.0
639,1319.0,1021,4560,243.0
2540,1320.0,4058,4393,751.0
30,1321.0,1740,4821,1862.0
2360,1322.0,513,1314,2446.0
2821,1323.0,4027,2424,2319.0
2076,1324.0,3272,608,1380.0
1201,1325.0,3512,1046,1216.0
1323,1326.0,2101,237,154.0
2071,1327.0,495,3539,307.0
511,1328.0,2433,4499,254.0
2818,1329.0,4040,4342,84.0
1955,1330.0,867,4059,2837.0
1642,1331.0,4680,1605,1866.0
1804,1332.0,4032,2201,2364.0
2461,1333.0,3806,2741,1474.0
1558,1334.0,1074,4184,862.0
1073,1335.0,3074,948,1894.0
1961,1336.0,571,3012,942.0
1234,1337.0,1077,3438,1873.0
945,1338.0,4377,1716,962.0
2606,1339.0,2919,4029,781.0
2849,1340.0,533,3027,279.0
2499,1341.0,3735,4294,1239.0
1225,1342.0,109,122,222.0
2781,1343.0,1761,1565,2070.0
1981,1344.0,4242,4105,2674.0
1035,1345.0,3015,3187,2276.0
2610,1346.0,3457,98,1158.0
1120,1347.0,2304,1339,2135.0
2066,1348.0,3368,101,491.0
1959,1349.0,1443,3584,2794.0
1529,1350.0,3086,3172,1218.0
2500,1351.0,399,3288,104.0
1127,1352.0,3761,4022,1415.0
2588,1353.0,3125,876,1379.0
1899,1354.0,1557,4140,34.0
1645,1355.0,3309,3899,98.0
1119,1356.0,1720,1321,1561.0
1337,1357.0,2214,3018,589.0
937,1358.0,362,2933,1384.0
1771,1359.0,4801,3295,2459.0
2146,1360.0,3866,2695,566.0
447,1361.0,2550,188,1138.0
1046,1362.0,4540,382,158.0
732,1363.0,2201,4257,1402.0
797,1364.0,245,283,948.0
2330,1365.0,32,3936,1101.0
1579,1366.0,2807,2233,136.0
384,1367.0,306,4079,5.0
1696,1368.0,4170,3420,2102.0
468,1369.0,1441,1001,1089.0
869,1370.0,2604,1963,407.0
1922,1371.0,1083,1924,71.0
321,1372.0,689,2326,2283.0
271,1373.0,101,1479,1347.0
119,1374.0,4315,4600,2862.0
1876,1375.0,69,532,432.0
742,1376.0,4277,2473,1646.0
957,1377.0,3976,28,1986.0
1929,1378.0,2233,3332,1097.0
1543,1379.0,263,3302,1849.0
669,1380.0,1326,3247,1649.0
1499,1381.0,803,21,2081.0
2346,1382.0,901,3054,375.0
1111,1383.0,3551,620,2104.0
1554,1384.0,20,4875,2820.0
1358,1385.0,2674,3056,2872.0
1318,1386.0,4775,2968,1117.0
389,1387.0,88,1568,1912.0
1737,1388.0,2524,4296,1300.0
346,1389.0,3307,1653,2262.0
1585,1390.0,3891,1150,1201.0
1886,1391.0,255,288,1102.0
56,1392.0,3766,198,1602.0
197,1393.0,4515,4828,2535.0
179,1394.0,4283,2033,343.0
2478,1395.0,4826,3675,1401.0
2278,1396.0,4290,1460,1251.0
2480,1397.0,3249,683,437.0
1834,1398.0,641,356,1876.0
160,1399.0,653,3554,298.0
1560,1400.0,398,2787,1191.0
292,1401.0,3210,341,985.0
11,1402.0,1997,1325,124.0
1595,1403.0,2741,1793,733.0
2084,1404.0,3123,3272,2435.0
516,1405.0,4544,866,2502.0
2571,1406.0,3046,870,888.0
664,1407.0,3668,4462,2002.0
2446,1408.0,2017,2550,1166.0
480,1409.0,1846,2739,338.0
2475,1410.0,858,2180,2285.0
1994,1411.0,3323,345,1729.0
1252,1412.0,2369,498,382.0
340,1413.0,208,3036,2531.0
264,1414.0,2244,1792,165.0
107,1415.0,3818,12,1946.0
1759,1416.0,2746,392,2288.0
1710,1417.0,3415,1552,2757.0
1818,1418.0,2635,537,570.0
2096,1419.0,2180,312,1739.0
2218,1420.0,1430,3586,2436.0
1960,1421.0,3985,872,20.0
686,1422.0,4673,273,333.0
2173,1423.0,4618,539,2335.0
2216,1424.0,347,3658,2475.0
388,1425.0,3296,3426,1776.0
873,1426.0,854,331,414.0
1419,1427.0,1426,3093,2166.0
1394,1428.0,831,427,2298.0
1522,1429.0,357,4138,1316.0
483,1430.0,3839,2524,1371.0
2719,1431.0,4076,891,513.0
461,1432.0,4230,3827,210.0
1319,1433.0,1794,3847,1284.0
350,1434.0,3246,1082,22.0
1354,1435.0,681,3298,1688.0
2586,1436.0,4635,4441,1445.0
1934,1437.0,2213,2017,1934.0
1670,1438.0,4510,1265,1391.0
2072,1439.0,4581,3466,2653.0
1274,1440.0,2252,1229,918.0
1882,1441.0,3878,3320,157.0
1326,1442.0,2523,1816,110.0
1179,1443.0,773,2755,133.0
722,1444.0,1601,2704,747.0
577,1445.0,3035,1235,1460.0
1756,1446.0,168,1725,998.0
2709,1447.0,2097,4179,1110.0
592,1448.0,3188,3816,2124.0
81,1449.0,4768,3845,2408.0
1180,1450.0,4469,2523,564.0
839,1451.0,2566,2027,993.0
735,1452.0,3396,4780,1969.0
1561,1453.0,1713,1020,757.0
593,1454.0,271,4709,2063.0
1963,1455.0,1979,991,2209.0
1381,1456.0,670,4843,2639.0
1704,1457.0,3831,4192,1444.0
1070,1458.0,3697,2101,1568.0
2204,1459.0,4091,2822,1635.0
1366,1460.0,2938,2608,1640.0
1376,1461.0,2999,512,2489.0
1247,1462.0,4678,163,2153.0
743,1463.0,4847,2062,1964.0
295,1464.0,4846,2336,1590.0
848,1465.0,783,67,604.0
410,1466.0,583,3487,1945.0
1746,1467.0,3728,3849,427.0
60,1468.0,1271,4463,1925.0
1639,1469.0,2826,2172,1048.0
303,1470.0,439,1073,1157.0
1784,1471.0,2535,223,1493.0
1182,1472.0,2245,2812,2369.0
1806,1473.0,4586,3097,891.0
2253,1474.0,1635,2164,486.0
2374,1475.0,2066,1803,682.0
1341,1476.0,1131,1232,1808.0
1983,1477.0,4096,1129,2190.0
1776,1478.0,4436,885,902.0
2729,1479.0,3661,4816,240.0
1317,1480.0,4848,2603,2039.0
2854,1481.0,4410,3852,926.0
821,1482.0,768,153,1847.0
1885,1483.0,2818,3066,1924.0
1004,1484.0,3181,391,2385.0
2038,1485.0,1835,2843,1358.0
590,1486.0,804,3131,2758.0
1107,1487.0,3127,3782,2088.0
0,1488.0,1466,2530,1903.0
1278,1489.0,4413,306,444.0
404,1490.0,4309,1246,2430.0
2769,1491.0,2290,4669,702.0
2318,1492.0,4787,2250,594.0
993,1493.0,1071,3863,1966.0
2508,1494.0,3317,4672,1556.0
662,1495.0,2620,862,1183.0
288,1496.0,3585,1784,1531.0
2220,1497.0,3480,302,1054.0
638,1498.0,334,3619,1621.0
802,1499.0,1920,4310,1121.0
672,1500.0,3104,701,2106.0
1839,1501.0,348,2008,163.0
935,1502.0,1174,2019,52.0
459,1503.0,142,3503,2687.0
2555,1504.0,1024,4585,102.0
1109,1505.0,397,1984,2846.0
149,1506.0,1563,3443,2212.0
228,1507.0,4216,4032,2040.0
1678,1508.0,726,1422,1142.0
703,1509.0,1578,2287,2362.0
226,1510.0,4754,2420,1727.0
1031,1511.0,3329,2816,1874.0
1828,1512.0,490,2289,1487.0
1581,1513.0,3400,3561,2424.0
1212,1514.0,3662,1094,1851.0
1469,1515.0,3797,2006,2658.0
2270,1516.0,2132,2716,1399.0
2355,1517.0,3845,3079,2160.0
1480,1518.0,2421,2588,2132.0
2067,1519.0,2020,2007,251.0
1205,1520.0,2275,961,1830.0
2442,1521.0,1573,1672,538.0
2796,1522.0,1767,1473,1103.0
1103,1523.0,1995,3122,1923.0
2578,1524.0,569,2091,1795.0
246,1525.0,2735,2118,1679.0
2759,1526.0,1360,58,533.0
2065,1527.0,3232,1711,2641.0
572,1528.0,3864,360,249.0
1289,1529.0,2912,3406,1997.0
1764,1530.0,1332,849,1418.0
1556,1531.0,4233,4740,1361.0
214,1532.0,1175,3429,2832.0
2024,1533.0,3865,2961,1672.0
2624,1534.0,3962,1666,871.0
2575,1535.0,1785,2375,2005.0
683,1536.0,3788,759,309.0
138,1537.0,3326,3562,504.0
2663,1538.0,3488,2559,900.0
1627,1539.0,757,395,1198.0
50,1540.0,3799,406,2624.0
758,1541.0,3350,4426,1407.0
1242,1542.0,4575,2125,2316.0
984,1543.0,582,271,2162.0
268,1544.0,4682,1527,904.0
770,1545.0,2716,3736,1477.0
211,1546.0,4461,3583,700.0
2184,1547.0,3084,920,1691.0
2118,1548.0,2624,1215,2218.0
907,1549.0,4011,2838,2383.0
355,1550.0,1431,4803,507.0
2495,1551.0,4327,4842,2748.0
579,1552.0,2470,2117,726.0
273,1553.0,4009,1287,1147.0
2021,1554.0,2828,3280,779.0
1305,1555.0,60,4736,2682.0
2728,1556.0,2537,4488,1406.0
257,1557.0,3039,2500,2761.0
1527,1558.0,222,3728,1596.0
1131,1559.0,2642,3392,1241.0
990,1560.0,4558,4569,446.0
2324,1561.0,4120,1758,1818.0
2635,1562.0,524,4217,999.0
465,1563.0,2690,4035,125.0
1545,1564.0,2483,2395,2065.0
2102,1565.0,48,228,2492.0
1785,1566.0,4666,1305,2217.0
411,1567.0,1518,3698,690.0
667,1568.0,2796,2613,2053.0
448,1569.0,1788,2151,1479.0
502,1570.0,3906,74,2822.0
1011,1571.0,26,1088,1319.0
714,1572.0,378,299,2359.0
518,1573.0,2335,4746,1734.0
1385,1574.0,3808,1853,772.0
2221,1575.0,1560,3646,2590.0
1220,1576.0,3805,2712,1696.0
992,1577.0,2975,2229,60.0
245,1578.0,3749,2692,2585.0
1174,1579.0,1364,2998,97.0
751,1580.0,1915,678,421.0
817,1581.0,761,1833,1616.0
2266,1582.0,1585,4352,2246.0
2666,1583.0,1006,959,134.0
1059,1584.0,599,4241,2407.0
1889,1585.0,3604,1207,95.0
2430,1586.0,4097,2110,1069.0
2385,1587.0,64,3006,1483.0
1590,1588.0,3870,4058,2843.0
262,1589.0,349,3592,1714.0
1293,1590.0,3149,239,516.0
2602,1591.0,3934,3558,2130.0
2300,1592.0,3931,2489,146.0
1172,1593.0,995,2653,1338.0
2375,1594.0,2851,4649,465.0
2743,1595.0,1781,3160,2770.0
2416,1596.0,387,2992,1911.0
2230,1597.0,1017,2173,2247.0
1950,1598.0,3983,4031,2044.0
325,1599.0,3612,2026,442.0
1741,1600.0,716,1347,2046.0
1275,1601.0,4286,2425,2199.0
2544,1602.0,2464,2510,841.0
2310,1603.0,1857,3806,2188.0
965,1604.0,1213,1141,1258.0
745,1605.0,2294,313,1213.0
1195,1606.0,216,2010,2146.0
1053,1607.0,2767,2177,1607.0
312,1608.0,338,4854,2584.0
2347,1609.0,371,556,532.0
1189,1610.0,1786,4427,1565.0
1221,1611.0,240,4530,1062.0
2797,1612.0,921,1017,1634.0
1760,1613.0,4604,4710,673.0
1409,1614.0,4018,1311,1724.0
